id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Agent_Age,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao,is_otd_corrigido,dia
pedido_85.7103_58,31.792754583933583,26.26063041279862,26.26063041279862,14.800417408396989,5,4.876101167042014,13,Moto,Foggy,Jam,Urban,False,1,1,0,85.71034061738621,111.97097103018483,Nenhuma,1,1
pedido_64.2424_44,33.458864889752945,48.82220757632253,48.82220757632253,11.248905731592963,10,4.677468352183665,33,Moto,Sunny,Medium,Metropolitian,False,1,0,1,64.24236206649138,113.06456964281392,Nenhuma,1,1
pedido_2.1917_2,106.22225564113698,133.02752953759128,113.02752953759128,7.835547589526842,15,4.641921563007239,26,Moto,Sandstorms,Medium,Metropolitian,False,0,0,0,2.191718278074723,115.219247815666,Intervenção_Médio_Risco,1,1
pedido_30.4347_16,104.04383104924364,108.8712415927013,88.8712415927013,14.832821467009266,10,4.933928437439555,25,Scooter,Sandstorms,Medium,Metropolitian,True,0,0,0,30.434722211014165,119.30596380371546,Intervenção_Médio_Risco,1,1
pedido_3.3539_3,154.17685016015818,158.98099489558464,118.98099489558464,10.285628942769439,15,4.8511375925907245,36,Moto,Windy,High,Other,False,0,1,0,3.3538781986234145,122.33487309420806,Intervenção_Alto_Reforçado,1,1
pedido_61.0521_41,91.51242976790402,81.5484402158219,61.5484402158219,11.009479339440567,5,4.975332913963489,21,Moto,Stormy,Low,Other,False,0,0,0,61.0521486026482,122.6005888184701,Intervenção_Médio_Risco,1,1
pedido_29.0309_15,116.54335299781694,124.12972350189769,94.12972350189769,9.654917095352143,10,4.501334924136693,21,Moto,Sandstorms,High,Metropolitian,False,0,1,0,29.03087758515322,123.1606010870509,Intervenção_Alto_Risco,1,1
pedido_46.7953_30,100.71326711436218,107.36659304424101,77.36659304424101,5.835492295702351,5,5.012900931634005,26,Moto,Stormy,High,Urban,True,0,1,0,46.79525448668861,124.16184753092963,Intervenção_Alto_Risco,1,1
pedido_101.0967_67,29.33396198360729,24.23537286364216,24.23537286364216,7.386745765220849,10,4.506554467858078,29,Moto,Stormy,Medium,Metropolitian,False,1,0,0,101.09665204524391,125.33202490888607,Nenhuma,1,1
pedido_1.2865_1,127.92656269366529,157.30289910556695,127.30289910556695,14.77485707711236,15,4.638226963034463,17,Moto,Foggy,High,Metropolitian,False,0,1,0,1.2865140052364843,128.58941311080343,Intervenção_Alto_Risco,0,1
pedido_122.2520_76,41.292500321071444,35.460468639001256,10.0,15.059888280132048,10,4.929247398694413,34,Scooter,Windy,High,Urban,False,1,1,0,122.25204454102055,132.25204454102055,Intervencao_Risco_Extremo,1,1
pedido_17.3449_11,97.94819276978737,135.44799947150705,115.44799947150706,10.015266848296392,10,4.827948285587429,28,Moto,Sunny,Medium,Metropolitian,False,0,0,1,17.3448944941522,132.79289396565926,Intervenção_Médio_Risco,1,1
pedido_97.5650_62,27.464209350831617,35.861050060507196,35.861050060507196,10.37158980914667,10,4.7754133245843295,24,Moto,Sunny,High,Metropolitian,False,1,1,1,97.56502106712307,133.42607112763028,Nenhuma,1,1
pedido_25.9236_13,96.68659779976933,137.84204262473128,107.84204262473126,6.000018248482146,15,4.5929104214840315,24,Scooter,Sunny,Jam,Metropolitian,False,0,1,1,25.923619886868266,133.76566251159954,Intervenção_Alto_Risco,1,1
pedido_41.8067_24,94.31217957173013,112.57740375421098,92.57740375421098,8.039782256169879,10,4.723026770620533,28,Scooter,Sunny,Low,Metropolitian,False,0,0,1,41.80673461139083,134.3841383656018,Intervenção_Médio_Risco,1,1
pedido_38.3728_19,123.89623623446346,136.76444979732133,96.76444979732133,20.38641316577052,5,4.627348747745109,24,Van,Windy,High,Metropolitian,False,0,1,0,38.37283863258746,135.13728842990878,Intervencao_Risco_Extremo,1,1
pedido_42.1268_25,124.86885494436318,126.67288982752859,96.67288982752859,10.052587290750402,5,4.7188442751769895,18,Moto,Foggy,High,Metropolitian,False,0,1,0,42.12677177249343,138.79966160002203,Intervenção_Alto_Risco,1,1
pedido_54.5221_33,106.77286047509912,125.05703298524281,85.05703298524281,1.2961048188675672,10,4.721350375885016,35,Moto,Sunny,High,Metropolitian,True,0,1,1,54.52206676007856,139.57909974532137,Intervenção_Alto_Reforçado,1,1
pedido_73.9048_53,99.86067901879805,96.01019300245746,66.01019300245746,1.8686449054029457,10,4.952903056273003,30,Moto,Sunny,High,Urban,False,0,1,1,73.90480303953292,139.91499604199038,Intervenção_Alto_Risco,1,1
pedido_40.1500_20,89.30589928838549,123.13773847965336,103.13773847965336,2.138934905756503,10,4.591308163382939,23,Moto,Sandstorms,Medium,Metropolitian,False,0,0,0,40.14997687687588,143.28771535652925,Intervenção_Médio_Risco,1,1
pedido_43.3871_27,98.4038132755557,132.0053607184401,102.00536071844009,3.5698864001732566,15,4.595759984688673,21,Moto,Sunny,High,Metropolitian,False,0,1,1,43.38708998077642,145.3924506992165,Intervenção_Alto_Risco,1,1
pedido_123.2749_77,41.144693789768176,52.56014845430714,22.56014845430714,4.824072317431129,5,4.456302838091366,24,Moto,Stormy,High,Metropolitian,True,1,1,0,123.2748809142668,145.83502936857394,Intervenção_Alto_Risco,1,1
pedido_41.6547_23,109.02678512033275,126.02384773994588,106.02384773994588,16.331848561191446,15,4.560879941074021,24,Moto,Foggy,Medium,Metropolitian,False,0,0,0,41.6546841800979,147.67853192004378,Intervenção_Médio_Risco,1,1
pedido_125.8899_81,28.782703237378534,22.331477642840447,22.331477642840447,7.661034004518532,10,4.851194963625586,23,Scooter,Sandstorms,Low,Metropolitian,False,1,0,0,125.889862530389,148.22134017322944,Nenhuma,1,1
pedido_33.6825_17,150.18681910331995,154.55690039452193,114.55690039452193,1.1917018868857658,5,4.610790351468706,36,Moto,Windy,High,Urban,False,0,1,0,33.68248606821281,148.23938646273473,Intervenção_Alto_Reforçado,1,1
pedido_69.5839_50,98.7291858864504,110.89144969817323,80.89144969817323,0.5206228329284759,5,4.708477135252167,23,Moto,Stormy,High,Urban,True,0,1,0,69.58385472688211,150.47530442505536,Intervenção_Alto_Risco,1,1
pedido_40.3487_22,112.07317521730477,111.98340135668577,111.98340135668577,0.8054357528059528,10,4.588135547999247,20,Van,Foggy,High,Metropolitian,False,0,1,0,40.34872367414978,152.33212503083556,Nenhuma,1,1
pedido_58.6533_37,122.01893966087681,136.09993529853577,96.09993529853577,26.234063760132585,10,5.065263646557373,10,Moto,Stormy,Jam,Metropolitian,False,0,1,0,58.65330967628488,154.75324497482063,Intervencao_Risco_Extremo,1,1
pedido_40.2859_21,119.6963774110529,135.87545497964902,115.87545497964902,12.4548587939795,10,4.621852329670425,30,Scooter,Sunny,Medium,Urban,False,0,0,1,40.285927740787756,156.1613827204368,Intervenção_Médio_Risco,1,1
pedido_66.7075_46,96.02711677268573,111.44241916857186,91.44241916857186,5.374789599925848,10,4.888811777451638,23,Moto,Sunny,Medium,Metropolitian,False,0,0,1,66.70746005551553,158.14987922408739,Intervenção_Médio_Risco,1,1
pedido_136.5224_90,33.20812223208347,22.55836874951813,22.55836874951813,14.161031248011257,15,4.758560033038914,29,Scooter,Stormy,High,Metropolitian,False,1,1,0,136.52243951509678,159.08080826461492,Nenhuma,1,1
pedido_100.5336_66,32.218903519163725,59.098314746310024,59.098314746310024,6.161865709097526,10,4.623422073714581,30,Moto,Stormy,Medium,Urban,False,1,0,0,100.53357216693573,159.63188691324575,Nenhuma,1,1
pedido_46.1089_29,107.23438522293642,144.9364449889281,114.93644498892809,14.209751057700316,10,4.896134775905708,18,Moto,Stormy,High,Other,False,0,1,0,46.10889082129592,161.045335810224,Intervenção_Alto_Risco,1,1
pedido_59.2428_38,127.00999713085862,142.82368988249922,102.82368988249922,19.40797096387398,5,4.8418019705069,28,Moto,Foggy,Jam,Metropolitian,False,0,1,0,59.24282815245977,162.066518034959,Intervencao_Risco_Extremo,1,1
pedido_27.3727_14,164.44243407769306,175.38345286821882,135.38345286821882,15.734197239021997,5,4.896378935280783,30,Scooter,Foggy,High,Metropolitian,False,0,1,0,27.372689892709666,162.7561427609285,Intervencao_Risco_Extremo,0,1
pedido_84.3352_56,109.99813197162635,115.87537878461842,85.87537878461842,0.0,10,4.862022834125501,27,Moto,Foggy,Jam,Metropolitian,True,0,1,0,84.33518837126803,170.21056715588645,Intervenção_Alto_Risco,1,1
pedido_75.6683_54,122.67092083093004,135.62435603331093,95.62435603331093,15.369466280917242,10,4.796214792900515,29,Moto,Stormy,High,Metropolitian,False,0,1,0,75.66828792738313,171.29264396069408,Intervencao_Risco_Extremo,1,1
pedido_64.1823_43,102.26225497338254,130.33625275974646,110.33625275974644,13.10942182499382,15,4.734835753296115,29,Moto,Windy,Medium,Metropolitian,False,0,0,0,64.18230676939321,174.51855952913965,Intervenção_Médio_Risco,1,1
pedido_69.2878_49,116.38690462103534,135.2988729728408,105.2988729728408,10.340259287826626,5,4.931164533173763,20,Moto,Foggy,High,Urban,False,0,1,0,69.28777612980036,174.58664910264116,Intervenção_Alto_Risco,1,1
pedido_71.0515_51,108.01528397057898,125.16096799929704,105.16096799929704,14.518127052494252,10,4.648792305027411,20,Moto,Foggy,Medium,Metropolitian,False,0,0,0,71.0514794463969,176.21244744569395,Intervenção_Médio_Risco,1,1
pedido_23.2275_12,177.30366834495527,183.55351699149878,153.55351699149878,13.731829767849726,10,4.409884073401233,20,Moto,Stormy,Jam,Metropolitian,False,0,1,0,23.22751783527957,176.78103482677835,Intervenção_Alto_Risco,0,1
pedido_87.0452_60,123.51902248588719,130.34451449629648,90.3445144962965,15.184529238056127,5,4.619088592309598,29,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,87.0451836551197,177.3896981514162,Intervencao_Risco_Extremo,1,1
pedido_151.8438_103,26.657239492100977,26.02081732025825,26.02081732025825,6.945230545387804,10,4.669457021804436,25,Moto,Sunny,High,Metropolitian,False,1,1,1,151.8437896445111,177.86460696476937,Nenhuma,1,1
pedido_155.6389_107,44.687032679681934,53.396583759523,23.396583759522997,5.657926582078746,5,4.356816512172839,30,Moto,Stormy,High,Metropolitian,False,1,1,0,155.63887632610886,179.03546008563185,Intervenção_Alto_Risco,1,1
pedido_34.8289_18,177.68309435060323,186.71126333213587,146.71126333213587,15.05249262064004,5,4.462105332375592,28,Moto,Sandstorms,High,Metropolitian,True,0,1,0,34.828916965678104,181.54018029781398,Intervencao_Risco_Extremo,0,1
pedido_97.8331_63,92.36348805255535,106.38850834748321,86.38850834748321,9.514771617937146,5,4.613009631078484,26,Moto,Sunny,Medium,Metropolitian,False,0,0,1,97.83306187608059,184.2215702235638,Intervenção_Médio_Risco,1,1
pedido_85.3111_57,121.341618459049,130.1080585016917,100.10805850169167,12.543409133831933,10,4.751071687162857,22,Moto,Stormy,High,Metropolitian,True,0,1,0,85.31108065405573,185.41913915574742,Intervenção_Alto_Risco,1,1
pedido_125.6580_80,31.621657133872727,62.45898933004679,62.45898933004679,8.544713099989606,10,4.715762037280806,19,Moto,Windy,Jam,Metropolitian,True,1,1,0,125.6579934234748,188.1169827535216,Nenhuma,1,1
pedido_173.9307_118,40.705197874106915,44.863734933383085,14.863734933383085,6.9089105075454835,10,4.454326022863042,17,Scooter,Stormy,High,Metropolitian,True,1,1,0,173.93067440861526,188.79440934199835,Intervenção_Alto_Risco,1,1
pedido_16.3937_10,198.07170617966992,213.4350214732769,173.4350214732769,15.618181688115211,10,4.487356181489497,32,Moto,Foggy,Jam,Metropolitian,True,0,1,0,16.393700653580495,189.82872212685737,Intervencao_Risco_Extremo,0,1
pedido_66.4117_45,126.95068980104342,153.70818695404986,123.70818695404986,11.659126377298444,10,4.980268507941613,24,Moto,Foggy,Jam,Metropolitian,False,0,1,0,66.4116868888728,190.11987384292266,Intervenção_Alto_Risco,0,1
pedido_166.6128_115,41.83554498765482,53.90057775095633,23.90057775095633,0.6967488928056138,15,4.311968263725895,26,Moto,Sunny,High,Metropolitian,True,1,1,1,166.61281204569673,190.51338979665306,Intervenção_Alto_Risco,1,1
pedido_69.2779_48,156.0582859399047,161.31123039984737,121.31123039984737,9.212833647003093,5,4.693470122113109,37,Moto,Stormy,High,Metropolitian,False,0,1,0,69.27787078759837,190.58910118744575,Intervenção_Alto_Reforçado,0,1
pedido_99.0937_65,98.10086085720523,123.00232260347754,93.00232260347754,3.0589293997169387,10,4.7482821587653685,17,Scooter,Sandstorms,Jam,Urban,True,0,1,0,99.09372291724821,192.09604552072574,Intervenção_Alto_Risco,1,1
pedido_98.9414_64,111.10393695817461,124.20896473389595,94.20896473389595,8.02221603521432,10,4.80847091109674,24,Moto,Foggy,High,Metropolitian,False,0,1,0,98.94136799859714,193.1503327324931,Intervenção_Alto_Risco,1,1
pedido_87.8338_61,108.92216446327384,126.93983641790508,106.93983641790508,7.339064925457854,15,4.709148648888509,29,Moto,Sandstorms,Low,Metropolitian,False,0,0,0,87.83379330602777,194.77362972393286,Intervenção_Médio_Risco,1,1
pedido_51.7231_32,178.4429960482213,184.81629790712537,144.81629790712537,17.178753731504845,10,4.32718829742864,16,Moto,Windy,Jam,Metropolitian,True,0,1,0,51.723103561233074,196.53940146835845,Intervencao_Risco_Extremo,0,1
pedido_119.5962_73,95.59050041131556,99.09919092738899,79.09919092738899,3.636929020098904,10,4.544702949546162,24,Scooter,Windy,Low,Metropolitian,False,0,0,0,119.59616145822436,198.69535238561332,Intervenção_Médio_Risco,1,1
pedido_42.4204_26,163.83221778521656,186.2945942085749,156.2945942085749,3.723191497933562,10,4.3788525996733485,27,Scooter,Sandstorms,High,Metropolitian,False,0,1,0,42.42040079127074,198.71499499984563,Intervenção_Alto_Risco,0,1
pedido_128.7991_85,84.13528089910461,100.90271786343588,70.90271786343588,6.440319468294641,15,4.732809902130027,25,Moto,Sunny,High,Metropolitian,False,0,1,1,128.79912533859755,199.70184320203344,Intervenção_Alto_Risco,1,1
pedido_183.6948_127,40.08322608615837,49.6603462371465,19.6603462371465,13.923340547087664,5,4.450030331575853,23,Moto,Sunny,High,Metropolitian,False,1,1,1,183.69483422447493,203.35518046162144,Intervenção_Alto_Risco,1,1
pedido_160.2330_112,79.47601409504004,75.62745473108352,45.62745473108352,4.983231137068191,5,4.767860933913206,25,Scooter,Sunny,High,Urban,True,0,1,1,160.2330203130456,205.86047504412915,Intervenção_Alto_Risco,1,1
pedido_156.1124_108,34.42643420752016,50.047712700721945,50.047712700721945,17.54771488198627,15,5.075652292318309,21,Moto,Windy,Jam,Metropolitian,False,1,1,0,156.11235515186507,206.16006785258702,Nenhuma,1,1
pedido_186.9117_132,42.15990856283211,59.91179968061358,19.911799680613584,16.665784585905385,15,4.349082331925169,33,Moto,Sunny,Jam,Metropolitian,True,1,1,1,186.9116702134314,206.823469894045,Intervencao_Risco_Extremo,1,1
pedido_128.5326_84,108.12842201325813,112.28854873838894,82.28854873838894,1.1231754298514263,5,4.760664348639227,22,Moto,Stormy,High,Metropolitian,True,0,1,0,128.53255682596168,210.8211055643506,Intervenção_Alto_Risco,1,1
pedido_130.0349_86,97.30254767587523,113.79409271450851,83.79409271450851,4.181345944751127,10,4.516083469768906,27,Moto,Sunny,High,Metropolitian,False,0,1,1,130.03493941054487,213.82903212505337,Intervenção_Alto_Risco,1,1
pedido_116.9250_71,116.6882387675709,131.1439406577134,101.14394065771339,13.43442102102821,15,4.53146251333469,21,Moto,Foggy,Jam,Urban,False,0,1,0,116.92503501783385,218.06897567554725,Intervenção_Alto_Risco,1,1
pedido_128.1357_82,115.07089094947709,112.88748278933656,92.88748278933656,3.104161246728001,5,4.743326280727714,31,Scooter,Foggy,Medium,Metropolitian,True,0,0,0,128.13571582159375,221.0231986109303,Intervenção_Médio_Risco,1,1
pedido_142.1218_95,107.27800186721694,111.12455962486409,81.12455962486409,3.1222923815796797,5,4.871912952588278,26,Scooter,Windy,High,Metropolitian,False,0,1,0,142.1217551016418,223.2463147265059,Intervenção_Alto_Risco,1,1
pedido_164.9685_114,37.380295806164355,60.248710525614406,60.248710525614406,3.886340492400671,15,4.792071041041462,38,Scooter,Windy,High,Urban,True,1,1,0,164.96848024248615,225.21719076810055,Nenhuma,1,1
pedido_120.0813_74,126.34152230089212,135.6285785204535,105.62857852045349,10.68981111932358,10,4.923252126776387,21,Scooter,Foggy,High,Metropolitian,False,0,1,0,120.0813395381774,225.7099180586309,Intervenção_Alto_Risco,1,1
pedido_121.7493_75,104.48259348785774,124.60069835353266,104.60069835353266,14.40187563451744,15,4.625760043679861,21,Scooter,Stormy,Low,Metropolitian,False,0,0,0,121.74926406313227,226.34996241666494,Intervenção_Médio_Risco,1,1
pedido_108.8815_69,110.60554901194688,147.995030424569,117.995030424569,1.7623842019980223,10,4.550375218073531,25,Moto,Foggy,High,Metropolitian,False,0,1,0,108.88151216165772,226.87654258622672,Intervenção_Alto_Risco,1,1
pedido_142.3852_96,109.71535808204221,114.61605048544867,84.61605048544867,7.0093593475672735,5,4.839605294344353,17,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,142.38523236721636,227.00128285266504,Intervenção_Alto_Risco,1,1
pedido_134.7602_88,106.67968641855818,112.39522817074848,92.39522817074848,8.787762509981443,10,5.031565002453008,22,Moto,Sandstorms,Medium,Metropolitian,False,0,0,0,134.7602173126906,227.15544548343908,Intervenção_Médio_Risco,1,1
pedido_60.9343_40,177.6576171971209,207.6342181324178,167.6342181324178,14.712060717419634,15,4.4093603151719085,34,Moto,Sunny,High,Metropolitian,False,0,1,1,60.93430087531615,228.56851900773395,Intervenção_Alto_Reforçado,0,1
pedido_78.4385_55,178.20779046939992,190.9216558437004,150.9216558437004,16.14925211216696,10,4.498572983535654,25,Scooter,Windy,High,Metropolitian,False,0,1,0,78.43853039057902,229.3601862342794,Intervencao_Risco_Extremo,0,1
pedido_146.8412_98,86.49545372129325,109.09775239028677,89.09775239028677,0.0,15,4.738132983867695,18,Moto,Windy,Medium,Metropolitian,False,0,0,0,146.84115740468403,235.9389097949708,Intervenção_Médio_Risco,1,1
pedido_145.3163_97,98.82259233940533,120.73745384728633,90.73745384728633,6.50976526670871,15,4.800541786495869,28,Moto,Foggy,High,Urban,False,0,1,0,145.31628579646073,236.05373964374706,Intervenção_Alto_Risco,1,1
pedido_85.7278_59,164.3444752039078,191.5858605799758,151.5858605799758,14.258768151094438,10,4.704956803375299,40,Moto,Foggy,High,Metropolitian,False,0,1,0,85.72776666104922,237.31362724102502,Intervenção_Alto_Reforçado,0,1
pedido_151.8562_104,99.22706517158689,127.56210496755111,87.56210496755111,15.807691393622125,15,4.61228521344807,28,Moto,Sunny,High,Metropolitian,False,0,1,1,151.8561977510054,239.4183027185565,Intervencao_Risco_Extremo,1,1
pedido_44.5104_28,173.08915027295183,195.88334574287956,195.88334574287956,9.96675259793387,5,4.444529337894942,25,Van,Stormy,Jam,Metropolitian,False,0,1,0,44.51044148426117,240.39378722714073,Nenhuma,0,1
pedido_109.6841_70,132.47320464922325,150.76643148584432,130.76643148584432,3.5161811892742083,10,5.012689925050335,32,Scooter,Windy,Medium,Metropolitian,False,0,0,0,109.68410075826202,240.45053224410634,Intervenção_Médio_Risco,0,1
pedido_214.2728_160,31.183521795742106,27.9937132833021,27.9937132833021,14.384668478532049,10,4.5852519498532605,17,Moto,Foggy,Low,Metropolitian,False,1,0,0,214.27277977708837,242.26649306039047,Nenhuma,1,1
pedido_229.4736_171,42.69515738080989,51.49562386537389,15.0,4.795146423935814,15,4.474028344079013,32,Moto,Stormy,Jam,Urban,False,1,1,0,229.47361027373375,244.47361027373375,Intervenção_Alto_Reforçado,1,1
pedido_151.3202_102,108.5957430838421,125.11938288981631,95.11938288981631,6.364170636967611,15,4.62244286900067,26,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,151.3201655188956,246.43954840871191,Intervenção_Alto_Risco,1,1
pedido_174.0111_119,88.88209411575038,112.44606280634936,72.44606280634936,15.191754621426242,10,4.732481573378735,24,Moto,Sunny,High,Urban,False,0,1,1,174.0111483576677,246.45721116401705,Intervencao_Risco_Extremo,1,1
pedido_125.4037_79,152.58134978868804,162.41658298809756,122.41658298809756,3.095286515925383,10,4.537185869437594,32,Moto,Sandstorms,High,Metropolitian,True,0,1,0,125.40369711423804,247.8202801023356,Intervenção_Alto_Reforçado,0,1
pedido_173.8177_117,98.98554882535073,105.20133805382955,75.20133805382955,6.4738026022353505,10,4.736459098748512,29,Moto,Foggy,High,Urban,True,0,1,0,173.81772962594619,249.01906767977573,Intervenção_Alto_Risco,1,1
pedido_138.3939_92,123.36750034438194,142.45192944838044,112.45192944838044,12.293027134071178,5,4.849098924844725,25,Moto,Sandstorms,High,Metropolitian,False,0,1,0,138.39393158386127,250.84586103224171,Intervenção_Alto_Risco,1,1
pedido_117.2895_72,139.8810361610038,154.6525040627454,134.6525040627454,7.762503550443498,10,5.114680289383796,37,Moto,Stormy,Medium,Metropolitian,False,0,0,0,117.28950989734469,251.9420139600901,Intervenção_Médio_Risco,0,1
pedido_215.8744_161,39.279996060792186,38.23730152116554,38.23730152116554,8.338350794617575,5,4.859339333719844,34,Moto,Windy,Jam,Metropolitian,False,1,1,0,215.87436179629367,254.1116633174592,Nenhuma,1,1
pedido_149.6632_100,116.7199172698359,134.68011407038756,104.68011407038755,13.4219149601468,15,4.713331850319413,20,Moto,Foggy,High,Urban,False,0,1,0,149.66317891620244,254.34329298658997,Intervenção_Alto_Risco,1,1
pedido_210.8228_156,26.42466407643066,45.80161508171443,45.80161508171443,0.77050972071424,5,4.6242886569022845,23,Moto,Sunny,Low,Metropolitian,False,1,0,1,210.8227679101851,256.62438299189955,Nenhuma,1,1
pedido_183.2644_126,104.28032905203959,105.78418079984147,75.78418079984147,3.326777436238953,5,4.682340954849534,28,Moto,Stormy,High,Metropolitian,False,0,1,0,183.26437982405287,259.04856062389433,Intervenção_Alto_Risco,1,1
pedido_140.0280_93,132.97615098343206,139.6383803676169,119.63838036761689,13.837783992100455,5,4.555600219777389,32,Moto,Windy,Medium,Metropolitian,True,0,0,0,140.02802168137342,259.66640204899034,Intervenção_Médio_Risco,1,1
pedido_205.1352_145,33.80905984649747,54.81141606725433,54.81141606725433,18.61501610901558,15,4.646220010959934,23,Moto,Stormy,High,Metropolitian,True,1,1,0,205.1352205313517,259.946636598606,Nenhuma,1,1
pedido_128.3450_83,142.97969796206635,152.54522580097415,132.54522580097415,8.589802695847716,5,4.4419876494078006,29,Moto,Sunny,Medium,Urban,False,0,0,1,128.3450342827548,260.89026008372895,Intervenção_Médio_Risco,0,1
pedido_162.9203_113,94.10941025367259,119.9989270967447,99.9989270967447,6.310087779980091,15,4.868135697125312,23,Scooter,Sunny,Low,Metropolitian,True,0,0,1,162.9203394952975,262.91926659204216,Intervenção_Médio_Risco,1,1
pedido_149.6778_101,150.73858943374952,154.21522875874263,114.21522875874263,3.1640881433197543,15,5.052304740689142,36,Moto,Foggy,Jam,Metropolitian,False,0,1,0,149.67781504790833,263.89304380665095,Intervenção_Alto_Reforçado,1,1
pedido_206.4629_149,39.01511749829749,57.491158852686745,57.491158852686745,6.397328694306781,5,4.973485471611291,34,Scooter,Sandstorms,Jam,Metropolitian,False,1,1,0,206.46292303246548,263.9540818851522,Nenhuma,1,1
pedido_175.3718_120,102.30505789418214,111.85284078015111,91.85284078015111,15.59295159167392,5,5.028043273715848,21,Moto,Sunny,Medium,Metropolitian,False,0,0,1,175.37181561237426,267.2246563925254,Intervenção_Médio_Risco,1,1
pedido_178.0051_122,106.14266083948701,129.65010570787047,89.65010570787047,2.4842124918139725,5,4.755029597164511,35,Moto,Sunny,High,Metropolitian,False,0,1,1,178.00513728719315,267.65524299506365,Intervenção_Alto_Reforçado,1,1
pedido_68.2377_47,203.19080180977147,230.03391202320122,200.03391202320122,0.9708752141730814,10,4.437464950746822,19,Scooter,Sunny,High,Metropolitian,False,0,1,1,68.23765223853822,268.27156426173946,Intervenção_Alto_Risco,0,1
pedido_201.6759_138,85.51529105413596,97.47488737784877,67.47488737784877,4.772130606479167,5,4.645779707581888,22,Moto,Sunny,High,Metropolitian,False,0,1,1,201.67592711042303,269.1508144882718,Intervenção_Alto_Risco,1,1
pedido_147.1882_99,124.81965682315821,153.00592833541833,123.00592833541833,12.743461197638776,15,4.7046910627255745,29,Moto,Foggy,Jam,Metropolitian,False,0,1,0,147.1881802892716,270.19410862468993,Intervenção_Alto_Risco,0,1
