id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao,is_otd
pedido_18.044868863633585_7,126.80353270585144,110.19515199597276,95.19515199597276,2.030526552236955,10,4.735235625661137,Moto,Foggy,Jam,Urban,False,0,1,0,18.044868863633585,123.24002085960635,Aumento_Velocidade,0
pedido_25.132169994781965_13,97.86881843348426,105.64118815896981,90.64118815896981,7.304534608060912,10,4.90070572542759,Scooter,Sunny,High,Metropolitian,True,0,1,1,25.132169994781965,125.77335815375177,Aumento_Velocidade,1
pedido_44.981464778389864_27,100.99428131803002,93.95311549252784,78.95311549252784,10.430592196558743,5,4.650025076129947,Moto,Sunny,High,Metropolitian,False,0,1,1,44.981464778389864,128.9345802709177,Aumento_Velocidade,1
pedido_27.904680883226842_17,100.09523940536532,97.41648684634585,97.41648684634585,4.530366562567333,5,4.476980869228748,Moto,Foggy,Low,Metropolitian,False,0,0,0,27.904680883226842,130.3211677295727,Nenhuma,1
pedido_19.870094748816243_8,135.4400105374369,121.10760812255667,106.10760812255667,13.797165391269255,5,4.9525792871833,Moto,Stormy,Medium,Urban,False,0,0,0,19.870094748816243,130.9777028713729,Rota_Reduzida,0
pedido_26.538588679066258_16,132.43964273295543,112.8566728497641,97.8566728497641,9.275312960438752,10,4.823797999598043,Moto,Sandstorms,High,Metropolitian,False,0,1,0,26.538588679066258,134.39526152883036,Aumento_Velocidade,0
pedido_16.419497344191637_6,134.72264390563637,123.44110638762189,108.44110638762189,12.412984259073893,10,4.922830405482933,Moto,Stormy,Medium,Metropolitian,True,0,0,0,16.419497344191637,134.8606037318135,Rota_Reduzida,0
pedido_34.97352343329681_21,133.9813208323942,106.582250285206,91.582250285206,13.732969734112226,10,4.731081650357009,Moto,Windy,High,Metropolitian,False,0,1,0,34.97352343329681,136.55577371850282,Aumento_Velocidade,1
pedido_7.280477935952456_2,140.19943154947018,141.60300904357996,126.60300904357996,14.612091906078222,5,4.901334266859494,Scooter,Foggy,High,Metropolitian,False,0,1,0,7.280477935952456,138.88348697953242,Aumento_Velocidade,0
pedido_24.320688515476345_11,104.17531995715824,101.48019944878148,101.48019944878148,19.307589745274093,15,4.514158831548721,Moto,Windy,Low,Urban,False,0,0,0,24.320688515476345,140.8008879642578,Nenhuma,1
pedido_71.14649053750239_37,95.39972886521163,75.06136206918367,60.06136206918367,0.0,10,4.751288481851618,Moto,Sunny,High,Metropolitian,False,0,1,1,71.14649053750239,141.20785260668606,Aumento_Velocidade,1
pedido_26.001663814300688_14,138.48097184584412,127.06480831426543,112.06480831426543,16.065993238150398,5,4.542914123537764,Scooter,Stormy,Jam,Urban,False,0,1,0,26.001663814300688,143.06647212856612,Aumento_Velocidade,0
pedido_62.61508287778685_33,104.7851826951676,92.39927755126945,77.39927755126945,11.434557219594065,5,4.640404573718529,Scooter,Sunny,High,Metropolitian,True,0,1,1,62.61508287778685,145.0143604290563,Aumento_Velocidade,1
pedido_22.08816205919709_9,135.31850075111322,123.43147551736394,108.43147551736394,15.897634882088198,15,5.0,Moto,Sandstorms,High,Metropolitian,False,0,1,0,22.08816205919709,145.51963757656102,Aumento_Velocidade,0
pedido_119.03100762249001_65,41.29446311169099,22.416805456946456,22.416805456946456,16.074245330520494,10,4.515591244519017,Moto,Sunny,High,Metropolitian,False,1,1,1,119.03100762249001,151.44781307943646,Nenhuma,1
pedido_34.29096657988558_19,129.36101408685738,127.93480710601918,112.93480710601918,15.670746219399085,5,4.732673318510925,Moto,Stormy,High,Metropolitian,False,0,1,0,34.29096657988558,152.22577368590476,Aumento_Velocidade,0
pedido_41.65475303555723_24,101.83758068084282,109.13205693739161,109.13205693739161,5.201100091963759,5,4.507516880238984,Moto,Stormy,Low,Metropolitian,False,0,0,0,41.65475303555723,155.78680997294884,Nenhuma,1
pedido_59.884835909223696_32,110.1894428267045,106.65692535939142,91.65692535939142,10.416833082700663,5,4.696764590513627,Scooter,Sunny,Jam,Metropolitian,True,0,1,1,59.884835909223696,156.54176126861512,Aumento_Velocidade,1
pedido_38.551328841546386_23,105.19975107848433,113.08483290388129,113.08483290388129,14.900104387963298,5,4.597610825609908,Van,Sunny,High,Metropolitian,True,0,1,1,38.551328841546386,156.63616174542767,Nenhuma,1
pedido_139.64046055416023_75,44.57449905671875,11.774287100380242,11.774287100380242,9.567812059782216,10,4.879389560618736,Moto,Stormy,Medium,Metropolitian,False,1,0,0,139.64046055416023,161.41474765454046,Nenhuma,1
pedido_72.07004313512736_38,97.55190445031891,85.64068631774312,85.64068631774312,8.533928139440675,5,4.864352103741927,Van,Sunny,Medium,Metropolitian,False,0,0,1,72.07004313512736,162.71072945287048,Nenhuma,1
pedido_44.33320382551036_26,133.539271009579,118.95599495503632,103.95599495503632,9.97105206799398,15,4.531407078069236,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,44.33320382551036,163.28919878054668,Aumento_Velocidade,0
pedido_116.60082688719082_63,43.87043801530643,38.49739255727557,38.49739255727557,9.396449004786119,10,4.704444696944355,Scooter,Stormy,Medium,Metropolitian,False,1,0,0,116.60082688719082,165.0982194444664,Nenhuma,1
pedido_46.85392459943821_30,137.0401775347903,123.26853404632419,108.26853404632419,5.525996902530425,10,4.7730461240438204,Scooter,Windy,Medium,Metropolitian,False,0,0,0,46.85392459943821,165.1224586457624,Rota_Reduzida,0
pedido_45.46945630327568_28,134.22218529110773,126.52069072499577,111.52069072499577,11.474090222961308,10,4.734759410857541,Scooter,Stormy,Medium,Urban,False,0,0,0,45.46945630327568,166.99014702827145,Rota_Reduzida,0
pedido_34.43529274074336_20,136.5398492498131,139.04222573114583,124.04222573114583,5.0396988711522495,10,4.669893240465234,Moto,Windy,Medium,Metropolitian,False,0,0,0,34.43529274074336,168.4775184718892,Rota_Reduzida,0
pedido_78.07376722567106_39,99.08255980570272,89.63989482582517,89.63989482582517,9.884106982384633,5,4.492483408132823,Moto,Windy,Low,Urban,False,0,0,0,78.07376722567106,172.71366205149621,Nenhuma,1
pedido_42.082474427845874_25,134.0548327371561,137.26765700890738,122.26765700890738,13.830856722176607,15,4.745819242832208,Scooter,Windy,High,Metropolitian,False,0,1,0,42.082474427845874,179.35013143675326,Aumento_Velocidade,0
pedido_70.74610228164782_35,132.23883538428598,110.30951517664475,95.30951517664475,15.857037345079597,15,4.798463218368274,Moto,Stormy,Medium,Metropolitian,False,0,0,0,70.74610228164782,181.05561745829257,Rota_Reduzida,0
pedido_23.594450671292062_10,185.4344730888647,158.08230878053462,143.08230878053462,15.805696654899299,15,4.296868302085723,Moto,Windy,High,Urban,False,0,1,0,23.594450671292062,181.67675945182668,Aumento_Velocidade,0
pedido_62.78770335744302_34,137.61740068824457,122.24685030879931,107.24685030879931,3.9565732882385403,15,5.0,Scooter,Sandstorms,High,Metropolitian,False,0,1,0,62.78770335744302,185.03455366624235,Aumento_Velocidade,0
pedido_80.76185668972738_41,131.99848680634327,119.31545987684333,104.31545987684333,9.372499695783828,5,4.866516307283869,Scooter,Sandstorms,High,Metropolitian,False,0,1,0,80.76185668972738,190.07731656657072,Aumento_Velocidade,0
pedido_94.70661283650645_53,122.17004013863209,107.26072028598658,92.26072028598658,1.2386131433881005,5,4.54971622884804,Scooter,Stormy,Jam,Metropolitian,False,0,1,0,94.70661283650645,191.96733312249302,Aumento_Velocidade,1
pedido_54.01925061205758_31,129.85153427647796,122.98758371235365,122.98758371235365,7.443200313635691,15,4.631650295075307,Van,Windy,High,Urban,True,0,1,0,54.01925061205758,192.00683432441124,Nenhuma,0
pedido_71.06758191384944_36,144.85897253022222,131.0595165045254,116.05951650452539,21.48130286488159,10,4.600178910270031,Moto,Foggy,High,Metropolitian,False,0,1,0,71.06758191384944,197.12709841837483,Aumento_Velocidade,0
pedido_151.84384652881798_85,41.43911754960924,40.90376479345922,40.90376479345922,17.56022695621928,5,5.0,Moto,Sunny,Jam,Metropolitian,False,1,1,1,151.84384652881798,197.74761132227718,Nenhuma,1
pedido_90.71538982451705_48,140.20607312631896,117.26600464043756,102.26600464043756,16.925124253116287,5,4.724910720042964,Scooter,Sandstorms,Jam,Metropolitian,False,0,1,0,90.71538982451705,197.9813944649546,Aumento_Velocidade,0
pedido_96.2359282611384_54,102.40025861228636,92.30162926483936,92.30162926483936,4.7424577676764965,10,4.53208418464458,Van,Sandstorms,Low,Urban,False,0,0,0,96.2359282611384,198.53755752597777,Nenhuma,1
pedido_81.48022042746966_42,132.42649540217445,123.65515993672716,108.65515993672716,5.429005299135955,10,5.0,Moto,Windy,High,Metropolitian,False,0,1,0,81.48022042746966,200.1353803641968,Aumento_Velocidade,0
pedido_82.46609583012886_44,128.04003209954664,125.15045087646703,110.15045087646703,4.701471492995689,10,4.653537236789526,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,82.46609583012886,202.6165467065959,Aumento_Velocidade,0
pedido_176.6483193327551_100,44.17197229269957,11.01529805230523,11.01529805230523,7.471394593294459,15,4.722903553584413,Moto,Foggy,High,Metropolitian,True,1,1,0,176.6483193327551,202.66361738506035,Nenhuma,1
pedido_93.02450587199351_50,99.12761224366159,104.89606970350589,104.89606970350589,12.39421432651252,5,4.781296120778494,Van,Sunny,Medium,Metropolitian,False,0,0,1,93.02450587199351,202.9205755754994,Nenhuma,1
pedido_81.82042574254339_43,128.82160162125592,130.3548806355469,115.35488063554689,6.411697593756003,10,4.754079566216608,Moto,Stormy,Jam,Metropolitian,True,0,1,0,81.82042574254339,207.17530637809028,Aumento_Velocidade,0
pedido_107.32361833250081_59,99.26243080131454,95.03538466739741,95.03538466739741,7.41478231749389,5,4.692391067318822,Van,Sunny,Medium,Urban,True,0,0,1,107.32361833250081,207.35900299989822,Nenhuma,1
pedido_91.96697414875678_49,132.31177527759706,127.48070006946148,112.48070006946148,4.630102765218961,5,4.852643061056887,Moto,Sandstorms,High,Metropolitian,False,0,1,0,91.96697414875678,209.44767421821825,Aumento_Velocidade,0
pedido_84.29505747656607_45,135.35098541391193,137.6007495882868,122.60074958828679,5.80772834955767,5,4.641854145427186,Scooter,Stormy,Medium,Metropolitian,False,0,0,0,84.29505747656607,211.89580706485287,Rota_Reduzida,0
pedido_88.35012493524515_47,137.30053333689682,134.0057138182849,119.0057138182849,18.542733855852074,5,4.932175181086834,Moto,Windy,High,Metropolitian,True,0,1,0,88.35012493524515,212.35583875353007,Aumento_Velocidade,0
pedido_97.60345920968261_55,136.1353020414182,125.51475015265467,110.51475015265467,12.047225286074429,5,4.890967632326149,Scooter,Windy,Jam,Metropolitian,False,0,1,0,97.60345920968261,213.11820936233727,Aumento_Velocidade,0
pedido_93.14589461053419_51,133.0196758514353,128.31908941378174,113.31908941378174,14.495491783063606,10,4.696905253257198,Scooter,Windy,High,Metropolitian,False,0,1,0,93.14589461053419,216.46498402431592,Aumento_Velocidade,0
pedido_87.48114762395463_46,133.26716965196425,137.74573066345772,122.74573066345772,19.30582250192022,10,4.528856956358535,Moto,Windy,High,Metropolitian,False,0,1,0,87.48114762395463,220.22687828741235,Aumento_Velocidade,0
pedido_141.90938947645355_77,101.60770588119756,88.59399996297014,73.59399996297014,1.8603803691759446,5,4.5336130301053625,Moto,Sunny,Jam,Metropolitian,False,0,1,1,141.90938947645355,220.5033894394237,Aumento_Velocidade,1
pedido_109.63584104125205_60,135.60078864174193,116.79740997483067,101.79740997483067,10.1074776675596,10,4.706978282933527,Scooter,Windy,High,Metropolitian,False,0,1,0,109.63584104125205,221.43325101608272,Aumento_Velocidade,0
pedido_98.35429725997379_57,129.72488940687205,129.3766770736981,114.37667707369809,16.469235191987924,10,4.622936329492173,Scooter,Stormy,High,Metropolitian,False,0,1,0,98.35429725997379,222.7309743336719,Aumento_Velocidade,0
pedido_98.00855717590537_56,132.10753179396585,129.1997966699131,114.1997966699131,5.913903348503522,15,4.6448658874543485,Moto,Sandstorms,High,Metropolitian,False,0,1,0,98.00855717590537,227.20835384581846,Aumento_Velocidade,0
pedido_165.2309064431354_94,45.61912569825931,58.42708749857428,58.42708749857428,6.0875413522161725,5,4.75593089845145,Scooter,Windy,High,Urban,True,1,1,0,165.2309064431354,228.6579939417097,Nenhuma,1
pedido_126.97222833601921_70,123.3960283444196,107.02356900170352,92.02356900170352,3.7498857361789195,10,4.59862868920252,Moto,Stormy,Jam,Metropolitian,False,0,1,0,126.97222833601921,228.99579733772273,Aumento_Velocidade,1
pedido_131.18385885327328_73,128.99373840194562,102.5368364743407,87.5368364743407,3.7643188810834873,15,4.810608742664062,Moto,Windy,High,Metropolitian,True,0,1,0,131.18385885327328,233.72069532761398,Aumento_Velocidade,1
pedido_126.51130147223584_69,127.07061503284211,118.83361447963568,98.83361447963568,13.344741150892517,10,4.610167808417477,Moto,Sandstorms,High,Other,False,0,1,0,126.51130147223584,235.34491595187154,Rota_Reduzida,0
pedido_140.1251437136712_76,98.85824445449846,98.35643505462947,98.35643505462947,9.199399710911436,5,4.4735147903176635,Moto,Sunny,Low,Metropolitian,True,0,0,1,140.1251437136712,243.48157876830066,Nenhuma,1
pedido_117.89694897602698_64,136.6139242988607,126.67041463085835,111.67041463085835,16.77614086806454,15,5.0,Scooter,Sandstorms,Medium,Metropolitian,False,0,0,0,117.89694897602698,244.56736360688532,Rota_Reduzida,0
pedido_94.18706152531091_52,131.84635940445804,135.786951599159,135.786951599159,7.045303452044072,15,4.354918932089102,Moto,Windy,Low,Metropolitian,True,0,0,0,94.18706152531091,244.97401312446993,Nenhuma,0
pedido_80.42820494822303_40,178.08816503964462,165.44739751064677,150.44739751064677,6.266879747849098,15,4.4303384991517945,Scooter,Sandstorms,Jam,Metropolitian,False,0,1,0,80.42820494822303,245.8756024588698,Aumento_Velocidade,0
pedido_137.32590056320765_74,128.391554293676,109.11460117552942,94.11460117552942,4.810595268775245,15,4.684494228691055,Moto,Stormy,High,Metropolitian,False,0,1,0,137.32590056320765,246.44050173873705,Aumento_Velocidade,0
pedido_155.92729953121335_88,128.23453465443276,99.37446848759637,84.37446848759637,5.755311145541755,10,4.910800682896694,Scooter,Foggy,Medium,Metropolitian,False,0,0,0,155.92729953121335,250.30176801880972,Rota_Reduzida,1
pedido_145.01475906343657_79,135.62668032694182,105.39251956162946,90.39251956162946,9.81257795097634,15,4.840654229882144,Moto,Windy,High,Metropolitian,False,0,1,0,145.01475906343657,250.40727862506603,Aumento_Velocidade,0
pedido_128.55705911965583_72,129.85819006597035,133.03299137962247,118.03299137962247,6.165570202167142,5,4.911206837732028,Scooter,Windy,High,Metropolitian,False,0,1,0,128.55705911965583,251.5900504992783,Aumento_Velocidade,0
pedido_111.35225454719786_61,142.1877512180064,140.609436028363,125.609436028363,16.68451105978056,15,4.500887156636881,Moto,Foggy,Medium,Metropolitian,True,0,0,0,111.35225454719786,251.96169057556085,Rota_Reduzida,0
pedido_128.07985094380317_71,134.89431514508453,126.98106988222779,111.98106988222779,16.235279793588788,15,4.496214218974069,Moto,Windy,Medium,Metropolitian,False,0,0,0,128.07985094380317,255.06092082603095,Rota_Reduzida,0
pedido_157.6291462899967_89,97.70385677473216,88.30145783056008,88.30145783056008,7.333572094411722,15,4.900245209364369,Van,Sunny,Low,Metropolitian,False,0,0,1,157.6291462899967,260.9306041205568,Nenhuma,1
pedido_122.0656307087779_67,136.62129636355223,149.64048773255914,134.64048773255914,13.694931135314388,5,4.862202494910688,Moto,Windy,High,Metropolitian,True,0,1,0,122.0656307087779,261.706118441337,Aumento_Velocidade,0
pedido_181.32727053652974_104,99.48065014401479,77.57998466221274,77.57998466221274,6.031073157475461,5,4.820682659921276,Moto,Foggy,Low,Metropolitian,True,0,0,0,181.32727053652974,263.90725519874246,Nenhuma,1
pedido_222.18088704870837_133,45.933134570679044,29.727777011529028,29.727777011529028,18.206893511432394,15,4.914468425192381,Scooter,Windy,High,Metropolitian,True,1,1,0,222.18088704870837,266.9086640602374,Nenhuma,1
pedido_153.48369478484383_86,105.19975107848433,98.92887850491336,98.92887850491336,15.576691443719849,15,4.5919834868017695,Van,Sunny,High,Metropolitian,True,0,1,1,153.48369478484383,267.4125732897572,Nenhuma,1
pedido_174.97880691205478_98,102.84198900603003,100.63360606133581,85.63360606133581,7.926616978451301,10,4.521417190560119,Moto,Sunny,High,Metropolitian,False,0,1,1,174.97880691205478,270.6124129733906,Aumento_Velocidade,1
pedido_114.59339274614959_62,174.90373935816018,166.6402427291033,151.6402427291033,2.9732028445148493,5,4.2311003521869806,Moto,Stormy,High,Metropolitian,False,0,1,0,114.59339274614959,271.23363547525287,Aumento_Velocidade,0
pedido_184.52262946646835_105,98.30735841297896,86.76551151557315,71.76551151557315,8.139852735658687,15,4.7009074883639155,Scooter,Sunny,High,Urban,True,0,1,1,184.52262946646835,271.2881409820415,Aumento_Velocidade,1
pedido_157.7710967796286_90,135.38632609663065,113.55050410225181,98.55050410225181,5.986934833181995,15,4.737011073644567,Moto,Stormy,Medium,Metropolitian,False,0,0,0,157.7710967796286,271.3216008818804,Rota_Reduzida,0
pedido_173.78160827217246_97,99.52735105208863,107.96966141928655,92.96966141928655,5.119392162937767,5,5.0,Moto,Sunny,High,Metropolitian,False,0,1,1,173.78160827217246,271.751269691459,Aumento_Velocidade,1
pedido_151.8005947411843_84,131.95632292084653,120.80132172493941,105.80132172493941,7.028015014087925,15,5.0,Scooter,Sandstorms,Jam,Metropolitian,False,0,1,0,151.8005947411843,272.6019164661237,Aumento_Velocidade,0
pedido_144.5219223765793_78,127.89511999121646,125.32686285138524,125.32686285138524,6.035958360650379,5,4.890211712785083,Van,Sandstorms,Jam,Metropolitian,False,0,1,0,144.5219223765793,274.8487852279645,Nenhuma,0
pedido_145.3943514247872_80,130.610999983634,125.64279535268994,125.64279535268994,11.880849533808647,5,4.489044328736695,Van,Stormy,High,Metropolitian,False,0,1,0,145.3943514247872,276.0371467774771,Nenhuma,0
pedido_150.83209333733456_83,129.58043363698226,135.2654503116707,120.26545031167069,13.176667690891252,5,4.8383407542451815,Scooter,Stormy,High,Metropolitian,False,0,1,0,150.83209333733456,276.0975436490053,Aumento_Velocidade,0
pedido_163.60911199928225_92,131.33124705940475,124.28244920483962,109.28244920483962,8.401911794420707,5,4.586541516105035,Scooter,Foggy,Jam,Metropolitian,False,0,1,0,163.60911199928225,277.8915612041219,Aumento_Velocidade,0
pedido_168.69462234678141_95,125.9069267250954,114.49785059733972,99.49785059733972,6.759595244690724,10,4.693280889948255,Moto,Foggy,Medium,Urban,False,0,0,0,168.69462234678141,278.19247294412116,Rota_Reduzida,0
pedido_154.12273709461977_87,133.23052042172824,141.06244619174356,121.06244619174356,15.478156393482514,5,4.5997693675284905,Scooter,Sandstorms,Jam,Other,False,0,1,0,154.12273709461977,280.1851832863633,Rota_Reduzida,0
pedido_164.00131264295467_93,141.02078597415502,118.88100215264376,103.88100215264376,12.239550697873977,15,4.800585520680624,Scooter,Foggy,High,Urban,False,0,1,0,164.00131264295467,282.8823147955984,Aumento_Velocidade,0
pedido_123.97920681122588_68,173.71286669133644,164.42481241209774,149.42481241209774,2.142905101919927,15,4.392110172607346,Scooter,Stormy,High,Metropolitian,True,0,1,0,123.97920681122588,288.40401922332364,Aumento_Velocidade,0
pedido_180.2880156499433_103,125.20167945999107,114.47573571366149,99.47573571366149,2.4945013443313715,10,4.760546092562606,Moto,Foggy,Medium,Metropolitian,False,0,0,0,180.2880156499433,289.7637513636048,Rota_Reduzida,0
pedido_119.36221347439972_66,185.58262408991217,171.466261194006,156.466261194006,18.89534994334037,15,4.398818099757858,Scooter,Sandstorms,Medium,Urban,True,0,0,0,119.36221347439972,290.8284746684057,Rota_Reduzida,0
pedido_187.75724738093314_108,102.658559118447,103.92711713197909,88.92711713197909,2.175717336777535,15,4.496068094331073,Scooter,Sunny,Jam,Metropolitian,True,0,1,1,187.75724738093314,291.6843645129122,Aumento_Velocidade,1
pedido_196.7089594732804_114,97.19814407249282,97.68482221632624,82.68482221632624,6.136417156435806,15,4.761879293349853,Moto,Sunny,High,Metropolitian,False,0,1,1,196.7089594732804,294.3937816896066,Aumento_Velocidade,1
pedido_185.59862805181476_107,136.3599578390772,109.86719257828958,94.86719257828958,6.868182403431955,15,4.585353040366717,Moto,Windy,Medium,Metropolitian,False,0,0,0,185.59862805181476,295.4658206301043,Rota_Reduzida,0
pedido_198.03733553095813_115,103.75110453651791,90.38755368068728,90.38755368068728,16.26685984641604,10,4.543823987689876,Moto,Stormy,Low,Metropolitian,False,0,0,0,198.03733553095813,298.4248892116454,Nenhuma,1
pedido_179.97107191907176_102,136.32217717839816,129.48202628781164,114.48202628781164,9.798933970456867,5,4.7360531061241415,Moto,Sandstorms,Medium,Metropolitian,True,0,0,0,179.97107191907176,299.4530982068834,Rota_Reduzida,0
pedido_176.95689470855288_101,136.84498335034323,135.05143079179334,120.05143079179334,18.68279679075846,5,4.723347767126067,Scooter,Stormy,Jam,Metropolitian,True,0,1,0,176.95689470855288,302.00832550034625,Aumento_Velocidade,0
pedido_184.58461872548529_106,127.77468333692268,113.19494197655278,113.19494197655278,8.574364579502872,5,4.6174872185943086,Van,Stormy,High,Urban,True,0,1,0,184.58461872548529,302.77956070203805,Nenhuma,1
pedido_224.17678790194265_134,97.25628711649657,87.5790586254276,72.5790586254276,4.283757776119705,10,4.909622198435637,Moto,Sunny,High,Metropolitian,False,0,1,1,224.17678790194265,306.75584652737024,Aumento_Velocidade,1
pedido_203.13522274473578_117,128.79591118080657,113.97643603745036,98.97643603745036,16.04534280522357,5,4.8337736173715875,Moto,Stormy,High,Metropolitian,False,0,1,0,203.13522274473578,307.11165878218617,Aumento_Velocidade,1
pedido_212.39343525699363_125,95.54621114191794,95.09860725021228,80.09860725021228,7.842060926350363,15,4.604831010246543,Moto,Sunny,High,Urban,False,0,1,1,212.39343525699363,307.4920425072059,Aumento_Velocidade,1
pedido_103.04161428533286_58,193.59179321584196,190.88206368602627,190.88206368602627,1.7594610117402674,15,4.404137344633375,Van,Sunny,High,Metropolitian,True,0,1,1,103.04161428533286,308.9236779713591,Nenhuma,0
pedido_273.2155838147817_166,48.61810835732313,21.44525658310623,21.44525658310623,21.292589887019,15,4.479772242657999,Scooter,Foggy,High,Metropolitian,True,1,1,0,273.2155838147817,309.66084039788797,Nenhuma,1
pedido_228.13039513836932_138,101.47464162636092,87.4782254256904,72.4782254256904,6.136374954303305,10,5.0,Scooter,Sunny,High,Metropolitian,True,0,1,1,228.13039513836932,310.6086205640597,Aumento_Velocidade,1
pedido_147.04948703102596_81,162.0566315829845,158.9397089712689,158.9397089712689,16.4099366894238,5,4.285330513249961,Van,Sunny,Low,Other,True,0,0,1,147.04948703102596,310.9891960022949,Nenhuma,0
pedido_236.50848891338725_147,112.11563579652245,79.68465169994545,64.68465169994545,12.245711521460443,10,4.460383365462899,Scooter,Sunny,Jam,Urban,True,0,1,1,236.50848891338725,311.19314061333273,Aumento_Velocidade,1
pedido_221.0117939501693_131,102.18611891951947,81.26969053177768,81.26969053177768,1.661359711740074,10,4.571868833143118,Moto,Stormy,Low,Metropolitian,False,0,0,0,221.0117939501693,312.281484481947,Nenhuma,1
pedido_221.9610568111688_132,96.38165713281526,85.6593728680416,85.6593728680416,7.6272315865030915,5,4.828432182058414,Scooter,Sunny,Low,Urban,True,0,0,1,221.9610568111688,312.62042967921036,Nenhuma,1
pedido_198.6423083423877_116,130.15165249681087,121.43888654101127,106.43888654101127,5.605220695265077,10,4.806622806268666,Moto,Sandstorms,High,Metropolitian,True,0,1,0,198.6423083423877,315.081194883399,Aumento_Velocidade,0
pedido_169.8276238756514_96,134.0293638312794,130.79758201311768,130.79758201311768,8.216643743482852,15,4.643388900692199,Van,Foggy,High,Metropolitian,False,0,1,0,169.8276238756514,315.6252058887691,Nenhuma,0
pedido_188.26200970059426_110,143.37275940953907,139.18791531351604,124.18791531351604,20.17954685422506,5,4.573726565917885,Scooter,Foggy,Medium,Metropolitian,False,0,0,0,188.26200970059426,317.4499250141103,Rota_Reduzida,0
pedido_226.59183241405998_136,102.67543762184755,93.25303900830173,78.25303900830173,17.644926209636978,15,4.92751615007162,Moto,Sunny,High,Metropolitian,False,0,1,1,226.59183241405998,319.84487142236173,Aumento_Velocidade,1
pedido_245.74053492647445_152,102.658559118447,84.34689548541222,69.34689548541222,2.7028684631019746,5,4.526760333917252,Scooter,Sunny,Jam,Metropolitian,True,0,1,1,245.74053492647445,320.08743041188666,Aumento_Velocidade,1
pedido_192.54893361420628_112,134.89431514508453,138.59097214218914,123.59097214218914,15.584659526946151,5,4.487461057931727,Moto,Windy,Medium,Metropolitian,False,0,0,0,192.54893361420628,321.1399057563954,Rota_Reduzida,0
pedido_214.93603913875893_128,133.92299353077976,117.15231904879897,102.15231904879897,17.8310708742451,5,4.7439546387052465,Scooter,Windy,High,Metropolitian,False,0,1,0,214.93603913875893,322.0883581875579,Aumento_Velocidade,0
pedido_207.12387028489266_121,127.57638294732693,120.50737388661526,105.50737388661526,8.228237323299567,10,4.564031318786743,Moto,Stormy,Jam,Urban,False,0,1,0,207.12387028489266,322.6312441715079,Aumento_Velocidade,0
