id_pedido,previsao_min,tempo_real_min,tempo_corrigido_min,delivery_distance,tempo_coleta,Agent_Rating,Vehicle,Weather,Traffic,Area,weekend,is_grocery,jam_or_high_traffic,is_sunny_weather,tempo_criacao_sim,tempo_conclusao_sim,decisao
pedido_75.41806942900574_32,130.40086551309466,118.77415196025093,103.77415196025093,2.382036458238659,5,4.8751799688018735,Scooter,Windy,High,Urban,False,0,1,0,75.41806942900574,184.19222138925667,Aumento_Velocidade
pedido_89.99971406052586_38,97.49009431361574,100.48561415565572,85.48561415565572,4.247360967613448,10,4.673652153268733,Moto,Sunny,High,Metropolitian,False,0,1,1,89.99971406052586,185.48532821618159,Aumento_Velocidade
pedido_10.970841707613006_4,189.90611396922057,186.9583337487373,171.9583337487373,16.37975352542353,5,4.359504273495574,Scooter,Foggy,Medium,Metropolitian,False,0,0,0,10.970841707613006,187.9291754563503,Rota_Reduzida
pedido_81.06370411168714_33,130.45673339603294,117.07320242930871,102.07320242930871,6.2615959560018855,5,4.783713502505224,Scooter,Windy,High,Urban,True,0,1,0,81.06370411168714,188.13690654099585,Aumento_Velocidade
pedido_85.6493633968283_34,126.74826315390487,114.541454333102,99.541454333102,3.990795201358701,5,4.9002682802206685,Moto,Windy,Jam,Metropolitian,False,0,1,0,85.6493633968283,190.1908177299303,Aumento_Velocidade
pedido_87.16339816697374_36,102.68155953499304,89.28039264765701,89.28039264765701,13.521557539761945,15,4.5907760566165905,Van,Sandstorms,Low,Metropolitian,False,0,0,0,87.16339816697374,191.44379081463074,Nenhuma
pedido_106.47561514199023_50,96.19498745517116,96.60244948102051,96.60244948102051,3.4115561282076468,5,4.59898093488415,Moto,Sunny,Low,Metropolitian,False,0,0,1,106.47561514199023,208.07806462301073,Nenhuma
pedido_88.12431256770775_37,133.34916362235722,127.55258394914932,112.55258394914932,2.21772690751705,10,4.866356465585908,Moto,Foggy,High,Metropolitian,False,0,1,0,88.12431256770775,210.67689651685708,Aumento_Velocidade
pedido_95.67001252516653_43,125.91110911387067,116.40861253169734,101.40861253169734,6.127263963697508,15,4.485054332263164,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,95.67001252516653,212.07862505686387,Aumento_Velocidade
pedido_98.7678673412079_44,132.44060399598084,124.0374963548395,109.0374963548395,6.224589242370911,5,5.0,Moto,Stormy,High,Metropolitian,False,0,1,0,98.7678673412079,212.8053636960474,Aumento_Velocidade
pedido_102.51118461817659_47,99.27285218315309,99.65897683896938,99.65897683896938,3.032978454572211,15,4.544616065989426,Scooter,Foggy,Low,Metropolitian,False,0,0,0,102.51118461817659,217.17016145714598,Nenhuma
pedido_92.69174874307217_41,134.56355939159062,130.09876830042057,115.09876830042057,12.063524753785034,10,4.775957083855725,Moto,Stormy,Jam,Metropolitian,False,0,1,0,92.69174874307217,217.79051704349274,Aumento_Velocidade
pedido_178.48597999856355_92,43.8769729820121,36.124161261131356,36.124161261131356,9.710735963475429,5,5.0,Van,Foggy,High,Urban,False,1,1,0,178.48597999856355,219.6101412596949,Nenhuma
pedido_95.35663105062338_42,121.5045699729659,114.5708326527992,114.5708326527992,13.156062058749223,10,4.837081350941018,Moto,Sunny,Low,Metropolitian,False,0,0,1,95.35663105062338,219.92746370342257,Nenhuma
pedido_101.6330935399414_46,135.4462483013821,129.60252113935235,114.60252113935235,17.236411590508233,5,4.5143283341826725,Scooter,Stormy,Medium,Metropolitian,False,0,0,0,101.6330935399414,221.23561467929375,Rota_Reduzida
pedido_90.30542094473726_39,134.8812320455245,121.97565326906079,121.97565326906079,9.908751917622501,10,4.455726204169734,Van,Windy,Medium,Metropolitian,False,0,0,0,90.30542094473726,222.28107421379804,Nenhuma
pedido_110.17349617734479_51,130.56087931010725,119.33010762008738,104.33010762008738,5.67927059874225,10,4.781727831071322,Moto,Windy,High,Metropolitian,False,0,1,0,110.17349617734479,224.50360379743216,Aumento_Velocidade
pedido_114.65292044941717_54,129.60196663970186,115.09005708304281,100.09005708304281,13.710243151408793,10,4.85293509712828,Moto,Stormy,High,Metropolitian,False,0,1,0,114.65292044941717,224.74297753245997,Aumento_Velocidade
pedido_103.00439363000552_48,135.4269565080043,125.07447945233088,110.07447945233088,17.267062733914383,15,4.6258909831959985,Moto,Sandstorms,High,Metropolitian,False,0,1,0,103.00439363000552,228.0788730823364,Aumento_Velocidade
pedido_114.74245690784853_55,104.48682768603697,120.14968151089948,105.14968151089948,6.420105978146434,10,4.519084262681783,Moto,Sunny,High,Metropolitian,True,0,1,1,114.74245690784853,229.892138418748,Aumento_Velocidade
pedido_126.54031768139403_66,129.36101408685738,114.32407136297032,99.32407136297032,14.291462699910424,5,4.658764476038438,Moto,Stormy,High,Metropolitian,False,0,1,0,126.54031768139403,230.86438904436432,Aumento_Velocidade
pedido_153.87219566802972_78,101.2896296528043,77.65621710705403,62.65621710705403,9.219881528164207,15,4.8690499245513355,Scooter,Sunny,Jam,Metropolitian,False,0,1,1,153.87219566802972,231.52841277508375,Aumento_Velocidade
pedido_86.94133045288692_35,135.5068385885151,159.3416790679772,144.3416790679772,4.7217103097457676,5,4.647703505734894,Moto,Stormy,Medium,Urban,False,0,0,0,86.94133045288692,236.2830095208641,Rota_Reduzida
pedido_115.33770651203065_56,143.77372109226033,117.70295453522708,117.70295453522708,14.24849962388433,5,4.995241022212018,Van,Windy,Jam,Metropolitian,True,0,1,0,115.33770651203065,238.04066104725774,Nenhuma
pedido_123.72755575971446_62,133.77483873398543,120.18193182291415,105.18193182291415,14.250593318579012,10,4.632810519549472,Moto,Stormy,Medium,Metropolitian,False,0,0,0,123.72755575971446,238.9094875826286,Rota_Reduzida
pedido_125.44990627554031_64,129.99146977646632,123.958931573793,108.958931573793,12.581929436428277,5,4.686739423979794,Scooter,Stormy,High,Metropolitian,False,0,1,0,125.44990627554031,239.4088378493333,Aumento_Velocidade
pedido_148.34769933991737_74,105.39507473830426,102.46283455101442,87.46283455101442,17.193445471854677,5,4.98611935159043,Moto,Sunny,High,Urban,True,0,1,1,148.34769933991737,240.8105338909318,Aumento_Velocidade
pedido_122.60914232476081_60,134.26002337187413,128.22155969109699,113.22155969109699,19.362265210105498,5,4.818022303017651,Moto,Windy,High,Metropolitian,False,0,1,0,122.60914232476081,240.8307020158578,Aumento_Velocidade
pedido_122.08517386064557_59,133.8159429341915,118.87291222299538,103.87291222299538,9.23229627497779,15,4.760934017579614,Moto,Windy,High,Metropolitian,False,0,1,0,122.08517386064557,240.95808608364095,Aumento_Velocidade
pedido_131.14789845964123_70,141.32008033116873,122.58593650715173,107.58593650715173,15.562189780594945,5,4.680462973609958,Moto,Foggy,High,Metropolitian,False,0,1,0,131.14789845964123,243.73383496679295,Aumento_Velocidade
pedido_129.0700060986331_69,132.5890508583103,121.56840539802707,106.56840539802707,14.991301378111125,10,4.616505064395452,Moto,Windy,High,Metropolitian,False,0,1,0,129.0700060986331,245.63841149666015,Aumento_Velocidade
pedido_118.47746775199627_57,137.98884857088086,127.31617497375788,112.31617497375788,12.939961667704674,15,4.939005951828482,Moto,Windy,Medium,Urban,True,0,0,0,118.47746775199627,245.79364272575415,Rota_Reduzida
pedido_123.45820840720754_61,139.81822587391676,128.25795216047712,113.25795216047712,16.206998785733724,10,4.642178288283184,Scooter,Windy,Jam,Urban,True,0,1,0,123.45820840720754,246.71616056768465,Aumento_Velocidade
pedido_111.25295015602104_52,137.07314257840505,136.05731866588258,121.05731866588258,7.366269281548517,15,4.7997093442333165,Scooter,Windy,Medium,Metropolitian,True,0,0,0,111.25295015602104,247.3102688219036,Rota_Reduzida
pedido_128.35712480891524_68,134.53461121477815,129.50131636729824,114.50131636729824,19.309553601459957,5,4.640144856079691,Moto,Windy,Medium,Urban,False,0,0,0,128.35712480891524,247.8584411762135,Rota_Reduzida
pedido_135.41991345094962_71,141.90398567706964,124.19819117165096,109.19819117165096,11.31808059240237,5,4.679812963525371,Moto,Foggy,Medium,Metropolitian,False,0,0,0,135.41991345094962,249.61810462260058,Rota_Reduzida
pedido_120.08055921931057_58,136.21039020730726,142.6623923438446,127.6623923438446,0.0,5,5.0,Scooter,Sandstorms,High,Metropolitian,False,0,1,0,120.08055921931057,252.74295156315517,Aumento_Velocidade
pedido_126.45442321216076_65,136.8309430177409,132.45958915224992,117.45958915224992,6.1408395391862,10,4.553541365131675,Scooter,Windy,Medium,Metropolitian,False,0,0,0,126.45442321216076,253.91401236441067,Rota_Reduzida
pedido_105.20347615183772_49,175.71144601117317,162.43965934377007,147.43965934377007,3.596334675950434,5,4.427983863208825,Moto,Foggy,Jam,Urban,False,0,1,0,105.20347615183772,257.6431354956078,Aumento_Velocidade
pedido_140.63063448792028_73,132.71043665667918,103.10460743332689,103.10460743332689,14.342143028324935,15,4.760193938187961,Van,Stormy,Medium,Metropolitian,True,0,0,0,140.63063448792028,258.73524192124717,Nenhuma
pedido_157.87221262774187_80,136.11804812989126,111.35434014462598,96.35434014462598,6.845252798576497,5,5.0,Scooter,Foggy,High,Metropolitian,False,0,1,0,157.87221262774187,259.2265527723679,Aumento_Velocidade
pedido_124.23892821450941_63,133.9694126918704,140.92307453408466,125.92307453408466,10.050558432794094,10,4.580715762810147,Moto,Stormy,Medium,Urban,True,0,0,0,124.23892821450941,260.1620027485941,Rota_Reduzida
pedido_154.5063016305262_79,141.54678491687267,107.66322190487794,92.66322190487794,16.975310306788796,15,4.711901976461521,Scooter,Sandstorms,Jam,Metropolitian,True,0,1,0,154.5063016305262,262.16952353540415,Aumento_Velocidade
pedido_197.07661176515768_98,94.83795869279585,65.69902727617664,50.699027276176636,8.803934826967087,15,4.596075613233499,Scooter,Sunny,Medium,Metropolitian,False,0,0,1,197.07661176515768,262.77563904133433,Rota_Reduzida
pedido_140.1642284182456_72,144.7457576503352,124.201341328111,109.201341328111,21.35323605703896,15,4.725000164760937,Moto,Foggy,Medium,Metropolitian,False,0,0,0,140.1642284182456,264.36556974635664,Rota_Reduzida
pedido_153.49095867644812_77,135.35883185176436,119.33797339897419,104.33797339897419,9.366608666762886,10,4.96233433957789,Moto,Windy,High,Metropolitian,False,0,1,0,153.49095867644812,267.8289320754223,Aumento_Velocidade
pedido_165.2938509625397_83,127.27971770004915,106.26947335047984,91.26947335047984,4.574965285225218,15,4.520722560954445,Moto,Foggy,Medium,Metropolitian,False,0,0,0,165.2938509625397,271.5633243130195,Rota_Reduzida
pedido_168.88542615379168_87,103.4004342800523,98.70166711063548,98.70166711063548,18.482056961386053,5,4.648465240034193,Scooter,Stormy,Low,Metropolitian,False,0,0,0,168.88542615379168,272.58709326442715,Nenhuma
pedido_127.23395990221549_67,174.67748769266487,155.39476391744526,140.39476391744526,5.871958666780659,5,4.353947957450239,Scooter,Stormy,High,Metropolitian,True,0,1,0,127.23395990221549,272.62872381966076,Aumento_Velocidade
pedido_168.739600277289_86,101.42832722970108,102.21738178656446,102.21738178656446,6.949867387941833,10,5.0,Scooter,Sandstorms,Low,Metropolitian,True,0,0,0,168.739600277289,280.95698206385345,Nenhuma
pedido_162.57351506422253_81,129.77043302621462,118.46320768287819,103.46320768287819,3.7754702534284865,15,4.889483383368918,Moto,Windy,Jam,Metropolitian,True,0,1,0,162.57351506422253,281.0367227471007,Aumento_Velocidade
pedido_207.96131332232503_102,94.22673602980412,83.28753631710028,68.28753631710028,7.634229229114955,5,4.639610154282396,Scooter,Sunny,Medium,Metropolitian,False,0,0,1,207.96131332232503,281.2488496394253,Rota_Reduzida
pedido_153.2506891852869_76,136.87535505908247,130.5001223437655,115.5001223437655,13.120380649568883,15,4.457892102811512,Scooter,Sandstorms,High,Metropolitian,True,0,1,0,153.2506891852869,283.7508115290524,Aumento_Velocidade
pedido_177.6640137930717_91,118.34810103560214,92.68668233078436,92.68668233078436,15.63415508064431,15,4.5023831314129525,Scooter,Sunny,Low,Semi-Urban,True,0,0,1,177.6640137930717,285.35069612385604,Nenhuma
pedido_181.75003034254397_93,133.17641874363258,115.79294289969805,100.79294289969805,15.285155809457205,10,4.656400737530585,Scooter,Stormy,Jam,Metropolitian,False,0,1,0,181.75003034254397,292.542973242242,Aumento_Velocidade
pedido_195.53960019735362_96,140.9848804089303,104.9340182400995,89.9340182400995,13.826199266823691,10,4.638508083964553,Moto,Sandstorms,Jam,Metropolitian,False,0,1,0,195.53960019735362,295.4736184374531,Aumento_Velocidade
pedido_173.23449549501893_89,135.68232385306356,122.31567666301666,107.31567666301666,4.99863373443789,15,4.684846336092346,Moto,Stormy,Medium,Metropolitian,False,0,0,0,173.23449549501893,295.5501721580356,Rota_Reduzida
pedido_167.58396797382954_84,142.34620555687655,135.98272161211958,120.98272161211958,12.958362704524605,10,4.582603475153614,Scooter,Foggy,Medium,Metropolitian,False,0,0,0,167.58396797382954,298.5666895859491,Rota_Reduzida
pedido_205.17906172304646_100,119.85190773217356,108.52837413630469,88.52837413630469,8.34819895074385,5,4.465007621517329,Scooter,Sandstorms,Jam,Other,False,0,1,0,205.17906172304646,298.70743585935116,Rota_Reduzida
pedido_248.375677845026_122,46.543238634040875,40.506499486092004,40.506499486092004,15.372460956697006,10,4.989494193065138,Moto,Stormy,Medium,Metropolitian,False,1,0,0,248.375677845026,298.882177331118,Nenhuma
pedido_190.19435825445183_95,130.3150239244158,123.72607646756677,108.72607646756677,4.946958766468981,5,4.630664910791182,Moto,Foggy,Jam,Metropolitian,False,0,1,0,190.19435825445183,303.9204347220186,Aumento_Velocidade
pedido_164.2937505248052_82,141.8887827318667,145.11573494259852,130.11573494259852,12.125817491386506,10,4.662781794982544,Moto,Foggy,Medium,Urban,False,0,0,0,164.2937505248052,304.4094854674037,Rota_Reduzida
pedido_231.11191858244445_115,103.81985237156267,86.59264670052733,71.59264670052733,14.301365136490404,5,4.819293679618688,Moto,Sunny,High,Metropolitian,True,0,1,1,231.11191858244445,307.70456528297177,Aumento_Velocidade
pedido_176.43383788806298_90,134.01173920623864,132.3330067635315,117.3330067635315,3.8904296981630244,15,4.923103336970669,Moto,Foggy,High,Metropolitian,False,0,1,0,176.43383788806298,308.7668446515945,Aumento_Velocidade
pedido_226.26916717075812_112,109.70865919334231,83.47611083279071,68.47611083279071,17.173711259646,15,4.679472408198679,Moto,Sunny,Jam,Metropolitian,False,0,1,1,226.26916717075812,309.74527800354883,Aumento_Velocidade
pedido_213.93140351968194_105,128.1250441868888,108.17721145356565,93.17721145356565,8.665240099201908,5,4.887853117426093,Moto,Stormy,High,Urban,False,0,1,0,213.93140351968194,312.1086149732476,Aumento_Velocidade
pedido_196.7934965060635_97,131.7956034893115,118.34817960565692,103.34817960565692,8.291058717177988,15,4.580481270222775,Moto,Windy,Jam,Metropolitian,True,0,1,0,196.7934965060635,315.1416761117204,Aumento_Velocidade
pedido_208.89369824332428_103,135.6833589699638,116.30037199112643,101.30037199112643,10.465269041057983,10,4.5288292922907125,Moto,Windy,High,Metropolitian,False,0,1,0,208.89369824332428,320.1940702344507,Aumento_Velocidade
pedido_190.09542791634402_94,127.76474461616962,137.5916470683162,122.5916470683162,1.995456287353793,10,4.609365251396854,Scooter,Stormy,High,Urban,True,0,1,0,190.09542791634402,322.6870749846602,Aumento_Velocidade
pedido_152.04143357339265_75,185.446235454159,175.48642735771145,160.48642735771145,13.740109712696926,15,4.334280095983194,Scooter,Windy,High,Metropolitian,False,0,1,0,152.04143357339265,327.5278609311041,Aumento_Velocidade
pedido_205.29107837794953_101,118.3187449749961,109.30280175273145,109.30280175273145,13.836485252552913,15,4.506134309038924,Moto,Sunny,Low,Urban,True,0,0,1,205.29107837794953,329.593880130681,Nenhuma
pedido_221.63997646546403_110,130.51003215022882,112.99359709459783,97.99359709459783,2.334874434634764,10,4.7552460569049,Moto,Windy,High,Metropolitian,False,0,1,0,221.63997646546403,329.63357356006185,Aumento_Velocidade
pedido_169.02563744833756_88,162.66654765655224,159.441002489193,159.441002489193,10.887146396525413,5,4.4438248856992555,Moto,Windy,Low,Metropolitian,False,0,0,0,169.02563744833756,333.46663993753054,Nenhuma
pedido_284.976127378347_136,44.77764538689249,46.185392018897744,46.185392018897744,13.069087992062999,5,4.584502390347857,Scooter,Stormy,Medium,Metropolitian,False,1,0,0,284.976127378347,336.1615193972447,Nenhuma
pedido_232.01492091045336_116,101.5552435681509,95.40572703357041,95.40572703357041,7.265276933034859,10,5.0,Moto,Windy,Low,Urban,False,0,0,0,232.01492091045336,337.42064794402376,Nenhuma
pedido_226.99472960848428_113,128.82160162125592,112.84173737615566,97.84173737615566,7.018771012607929,15,4.770468327226418,Moto,Stormy,Jam,Metropolitian,True,0,1,0,226.99472960848428,339.83646698463997,Aumento_Velocidade
pedido_224.3370976615616_111,129.445575962324,126.80275483485164,111.80275483485164,17.012115805580425,5,4.869320275125114,Scooter,Stormy,High,Metropolitian,False,0,1,0,224.3370976615616,341.13985249641325,Aumento_Velocidade
pedido_219.53571636743104_107,131.7956034893115,132.68930420188588,117.68930420188588,8.306813470089605,5,4.584660063482531,Moto,Windy,Jam,Metropolitian,True,0,1,0,219.53571636743104,342.22502056931694,Aumento_Velocidade
pedido_241.11332036288147_120,110.05350976389829,109.04604258758668,94.04604258758668,16.35966821654803,10,4.655108627937163,Moto,Sunny,Jam,Metropolitian,False,0,1,1,241.11332036288147,345.15936295046816,Aumento_Velocidade
pedido_257.19978806405135_125,94.46276446586921,84.00215298260349,84.00215298260349,3.3737543647439825,5,4.743456202452619,Moto,Sunny,Low,Urban,False,0,0,1,257.19978806405135,346.20194104665484,Nenhuma
pedido_220.6102629120784_109,141.7195557967645,137.15016028044653,122.15016028044653,18.559348844659635,5,4.505911090123448,Scooter,Foggy,High,Urban,False,0,1,0,220.6102629120784,347.76042319252497,Aumento_Velocidade
pedido_238.7403096986151_118,142.399854513784,115.15772706306824,100.15772706306824,14.38514880946007,10,4.6354881859750545,Scooter,Foggy,Medium,Metropolitian,False,0,0,0,238.7403096986151,348.89803676168333,Rota_Reduzida
pedido_217.31376804484077_106,142.0097387744214,143.17793757424425,128.17793757424425,15.812930941344938,5,4.756499906411066,Moto,Sandstorms,Jam,Metropolitian,True,0,1,0,217.31376804484077,350.491705619085,Aumento_Velocidade
pedido_210.86677078520722_104,133.76732608018608,147.50803787624827,132.50803787624827,7.499684105859586,10,5.0,Scooter,Stormy,Medium,Metropolitian,False,0,0,0,210.86677078520722,353.3748086614555,Rota_Reduzida
pedido_220.04451461457535_108,142.40418476282056,138.0998976613712,123.09989766137119,15.90580667191887,15,4.865237872788026,Moto,Sandstorms,Jam,Metropolitian,True,0,1,0,220.04451461457535,358.14441227594654,Aumento_Velocidade
pedido_230.46351264534835_114,128.1243542344259,143.11829601604703,128.11829601604703,10.103580219409242,5,4.522763984213043,Moto,Stormy,High,Urban,False,0,1,0,230.46351264534835,363.58180866139537,Aumento_Velocidade
pedido_234.38020388988727_117,134.8819635623919,131.0661435823621,116.06614358236209,14.000037404366626,15,4.697953466300451,Moto,Windy,Medium,Urban,False,0,0,0,234.38020388988727,365.4463474722494,Rota_Reduzida
pedido_248.32903576204936_121,129.80108567018078,125.64494434135764,110.64494434135764,17.57912377973603,10,4.786553138991209,Moto,Stormy,High,Urban,False,0,1,0,248.32903576204936,368.973980103407,Aumento_Velocidade
pedido_258.079215797941_126,132.61895272995193,122.4255120714177,107.4255120714177,0.2666073982953536,5,4.828144822090769,Moto,Sandstorms,High,Metropolitian,False,0,1,0,258.079215797941,370.5047278693587,Aumento_Velocidade
pedido_324.6805247834406_154,45.262223757083845,42.37242537102156,42.37242537102156,12.227238952809863,5,4.839009657202479,Moto,Sandstorms,High,Metropolitian,True,1,1,0,324.6805247834406,372.05295015446217,Nenhuma
pedido_260.473792094056_127,128.0712139021092,116.71100402292424,101.71100402292424,4.469144690288337,10,4.76260723441666,Scooter,Stormy,High,Metropolitian,False,0,1,0,260.473792094056,372.18479611698024,Aumento_Velocidade
pedido_255.22346523888496_124,131.21559757745345,117.95113981309527,102.95113981309527,4.0747643403691365,15,5.0,Scooter,Stormy,High,Metropolitian,False,0,1,0,255.22346523888496,373.1746050519802,Aumento_Velocidade
pedido_261.5677906013407_128,133.3254587288559,117.69723425199324,102.69723425199324,18.156592091491152,10,4.984521088614433,Moto,Stormy,High,Metropolitian,False,0,1,0,261.5677906013407,374.2650248533339,Aumento_Velocidade
